_id,都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
12,473502,473500412,沖縄県,南風原町,中毛小ガジュマル群,ナカモウグヮーガジュマルグン,中毛小ガジュマル群,Gajumaru Grove at Nakamogwa,町指定天然記念物,その他,,沖縄県島尻郡南風原町喜屋武67,,26.190844,127.728998,,,,,,,1990-06-27,,,,,,,ガジュマルはクワ科植物で、熱帯を中心に分布し、北は種子島まで分布している。琉球列島では、低地林の代表的な構成種である。字喜屋武の中毛小には5本のガジュマルの大木が並んで生育し、そのうちの3本は四方に枝を広げている。5本のガジュマルの根は互いに網目状にからみつき、土手を覆い、幅1.5m、長さ14mにも広がり美しい。樹高は480～920cm気根がからみついた幹の胸高周囲は370cmを最大に282cm、215cm、185cm、180cmである。枝の広がりは全体で19m×19.5mの広さに達し、遊び場の緑影樹になっている。樹皮は凹凸が著しく、地衣やコケ類が着生し、いかにも古木の様相を呈する。「私達が子供の頃も、今と変わらぬ大きさだった」と古老は話す。このような大木のガジュマルが群がって生育しているのは町内では他にほとんどなく貴重である。,,ガジュマルはクワ科植物で、熱帯を中心に分布し、北は種子島まで分布している。琉球列島では、低地林の代表的な構成種である。字喜屋武の中毛小には5本のガジュマルの大木が並んで生育し、そのうちの3本は四方に枝を広げている。5本のガジュマルの根は互いに網目状にからみつき、土手を覆い、幅1.5m、長さ14mにも広がり美しい。樹高は480～920cm気根がからみついた幹の胸高周囲は370cmを最大に282cm、215cm、185cm、180cmである。枝の広がりは全体で19m×19.5mの広さに達し、遊び場の緑影樹になっている。樹皮は凹凸が著しく、地衣やコケ類が着生し、いかにも古木の様相を呈する。「私達が子供の頃も、今と変わらぬ大きさだった」と古老は話す。このような大木のガジュマルが群がって生育しているのは町内では他にほとんどなく貴重である。,,,
13,473502,473500413,沖縄県,南風原町,宮城の舞方棒,ミヤグスクノメーカタボウ,宮城の舞方棒,Miyagusuku Village Mekatabo Traditional Dance Routine,町指定重要無形民俗文化財,芸能,,沖縄県島尻郡南風原町宮城218,,26.204362,127.742886,,,,,,,1990-06-27,,,,,,,宮城には、琉球王国時代、王府に仕えた者に棒者（棒術）がいて多くの棒術が残っていた。その中に「ジジンヌ棍」「サクガーヌ棍」「ウーラン」という型の棒術があり、この三つの型を組み込んで仕立てたのが宮城の舞方棒だといわれている。,,舞方棒は、舞台や祭事等の場における清めの開幕舞踊で、力強い棒の舞いによって、疫病、災害、悪霊を祓う意味がある。宮城には、琉球王国時代、王府に仕えた者に棒者（棒術）がいて多くの棒術が残っていた。その中に「ジジンヌ棍」「サクガーヌ棍」「ウーラン」という型の棒術があり、この三つの型を組み込んで仕立てたのが宮城の舞方棒だといわれている。「がぎやで風」の音曲に、次の歌詞で踊られる。“たちみしょり舞方　歌やわんさびら　にせがする舞方　観ぶさびけい”　内容を分析すると、①上句の「たちみしょり舞方･･･」が「ジジンヌ棍」の手、②下句の「にせがする舞方･･･」が「サクガーヌ棍」の手、③「ハーリーにせがする舞方･･･」の切り返し以下が「ウーラン」の手である。全体の流れは、一見して同じ動作の繰り返しのようで単調に見えるが、よく見ると微妙な味の技と変化がある。たとえば、退却は①～③ともに型が違うし、突き手は槍をしごき出すように使い、とくに「ウーラン」の手の突きは右掌が左掌に付くまでしごき出して突くのは他にあまり類をみない。また最後の横への動きも三尺棒に持ち替えて変化をみせる。着付けは、白の長襦袢に袴下と棒縞脚絆、紫の帯と襷、白の請鉢巻。樫の六尺棒と三尺棒を使う。,,,
14,473502,473500414,沖縄県,南風原町,兼城の舞方棒,カネグスクノメーカタボウ,兼城の舞方棒,Kanegusuku Village Mekatabo Traditional Dance Routine,町指定重要無形民俗文化財,芸能,,沖縄県島尻郡南風原町兼城84,,26.193949,127.72874,,,,,,,1990-06-27,,,,,,,兼城の舞方棒は「村遊び」を通して祖先代々受け継がれてきたものである。「棍の手」と「津堅手」の二つの型があって、この二つは常に対にして踊られるという特徴をもっている。,,舞方棒は、舞台や祭事等の場における清めの開幕舞踊で、力強い棒の舞いによって、疫病、災害、悪霊を祓う意味がある。兼城の舞方棒は「村遊び」を通して祖先代々受け継がれてきたものである。「棍の手」と「津堅手」の二つの型があって、「大遊び」のときは、邪気払い・舞台清めとして、開幕、中踊り、閉幕の三回演じられたが、この二つは常に対にして踊られるという特徴をもっている。「かぎやで風」音曲で演じられ、次の歌詞と順序で踊られる。「棍の手」今日の誇らしゃや　なをにぎゃなたてる　つぼでをる花の露きゃたごと「津堅手」出ぢみしょれ舞方　わ身やうたしゃべら　二才がする舞方　見欲しゃびけい型の上からいくと、「棍の手」は棒の基本型で、空手でいうとナイファンチの型にあたるという。「津堅手」は、前半は「棍の手」と同じだが、後半に手を持ちかえてのはなやかな技があり、技能面からしても「棍の手」を習得してから習うのを順序としている。技は前半は大体一般的な手で、後半の切り返しからは実戦棒術を踊りにしたような特徴のある技がみられる。また前進後退するときの足の踏み、とくに後退するときの足を力強く踏みならすところなどは古式を思わせる。着付けは白の長じゅばんに袴下と棒縞脚絆、紫の帯と襷をかけ、頭は紫のマンサージ。樫の六尺棒を使う。,,,
15,473502,473500415,沖縄県,南風原町,喜屋武の舞方棒,キャンノメーカタボウ,喜屋武の舞方棒,Kyan Village Mekatabo Traditional Dance Routine,町指定重要無形民俗文化財,芸能,,沖縄県島尻郡南風原町喜屋武139,,26.186047,127.729718,,,,,,,1990-06-27,,,,,,,喜屋武の舞方棒は、「津堅手」といわれる「三方向い」「四方向い」など、三つの型があったが、現在残っているのは「四方向い」だけである。,,舞方棒は、舞台や祭事等の場における清めの開幕舞踊で、力強い棒の舞いによって、疫病、災害、悪霊を祓う意味がある。喜屋武の舞方棒は、「大遊び」や「十五夜遊び」において伝承されてきたもので「津堅手」といわれる「三方向い」「四方向い」など、三つの型があったが、現在残っているのは「四方向い」だけである。「かぎやで風」の音曲にのせ、次の歌詞で踊られる。今日の誇らしゃや　なをにぎゃなたてる　つぼでをる花の　露きゃたごとこの「四方向い」と称する舞方棒は、打ち、受け、突きの基本技をもって四方へ進退し、ほとんど同じ動作を2回繰り返すものである。ただ、歌の後半「ハーリーつぼでをる･･･」の切り返しのところで、左斜めに進行する変化技があって一つの見どころとなっている。これは「砂かち」とよばれる手で、船を漕ぐ櫂を地面に垂直に立て、その下方を足で蹴って砂をかき上げ相手の目をつぶすという技法である。「津堅手」の一つの要素を示すものである。全体として特に見栄えのする技や動きの少ない舞方だけに熟練をもってみせることが望まれる。着付けは、白の長襦袢に袴下と棒縞脚絆、紫の帯と襷、白の受け鉢巻。樫の六尺棒を使う。,,,
16,473502,473500416,沖縄県,南風原町,照屋の舞方棒,テルヤノメーカタボウ,照屋の舞方棒,Teruya Village Mekatabo Traditional Dance Routine,町指定重要無形民俗文化財,芸能,,沖縄県島尻郡南風原町照屋134,,26.185463,127.725249,,,,,,,1990-06-27,,,,,,,照屋の舞方棒は、かつての「村遊び」の中で伝承されてきたもので、「アブシの手」と「北谷の手」の二つの型があった。近年は「アブシの手」だけが年中行事と慶祝の場や舞台で演じられている。,,舞方棒は、舞台や祭事等の場における清めの開幕舞踊で、力強い棒の舞いによって、疫病、災害、悪霊を祓う意味がある。照屋の舞方棒は、かつての「村遊び」の中で伝承されてきたもので、「アブシの手」と「北谷の手」の二つの型があった。近年は「アブシの手」だけが年中行事と慶祝の場や舞台で演じられている。それは「かぎやで風」の音曲にのせ、次の歌詞で踊られる。今日の誇らしゃや　なをにぎゃなたてる　つぼでをる花の　露きゃたごと「アブシの手」とよばれるこの舞方棒は、十文字に動く型で、大きな変化や特技はみせず、打ち・受け・突きを主とした均整のとれたスマートの舞で、技と動きを極力きりつめて演じる特徴をもつ。「アブシの手」の「アブシ」というのは田畑の畦のことで、老支障たちは、田圃の畦の交差点で動作する気持ちで演じるように教えたという。踊りの速度は「かぎやで風」の扇舞の音曲より早めに弾いて演じるのを是としている。着付けは、白の長袖シャツとズボン、棒縞脚絆、紫の帯と襷、白請鉢巻かマンサージをする。樫の六尺棒を使う。,,,
17,473502,473500417,沖縄県,南風原町,津嘉山の舞方棒,ツカザンノメーカタボウ,津嘉山の舞方棒,Tsukazan Village Mekatabo Traditional Dance Routine,町指定重要無形民俗文化財,芸能,,沖縄県島尻郡南風原町津嘉山690,,26.188694,127.716514,,,,,,,1990-06-27,,,,,,,津嘉山の舞方棒は、舞台の開幕一番に演じられる「左舞方」と閉幕のときの「右舞方」が一対として伝承され、その歴史は古く由来も詳らかではない。この舞方は、独特の技がこめられていて、テンポを早めれば実践型の棒術ともなり、昔は門外不出とされていた。「左舞方」はとくに邪気払いの意味をもつとされている。,,舞方棒は、舞台や祭事等の場における清めの開幕舞踊で、力強い棒の舞いによって、疫病、災害、悪霊を祓う意味がある。津嘉山の舞方棒は、舞台の開幕一番に演じられる「左舞方」と閉幕のときの「右舞方」の二種類あって、それが一対として「村遊び」を通して伝承されてきたものなので、その歴史は古く由来も詳らかではない。この舞方は、津嘉山の誇りとするもので、独特の技がこめられていて、テンポを早めれば実践型の棒術ともなり、昔は門外不出とされていた。二種類のうち座開きの「左舞方」はとくに邪気払いの意味をもつとされている。舞方の伴奏はいずれも「かぎやで風」の曲に次の歌詞がつけられる。「左舞方」根の張りや巌　身は龍のごと　ことぶきや千歳　子孫そろて「右舞方」常磐なる松の　変わること無いさめ　いつも春くれば　色どまさる着付けは、白襦袢に白袴下、棒縞脚絆、紫の帯に襷をかけ、白い請鉢巻をする。棒は六尺の樫棒を持つ。,,,
18,473502,473500418,沖縄県,南風原町,神里の舞方棒,カミザトノメーカタボウ,神里の舞方棒,Kamizato Village Mekatabo Traditional Dance Routine,町指定重要無形民俗文化財,芸能,,沖縄県島尻郡南風原町神里120-1,,26.172956,127.731446,,,,,,,1990-06-27,,,,,,,神里の舞方棒は、「イェークの棍」といって、本来は五尺三寸四分の櫂で演じるのを六尺棒に改めたものだといわれる。玉城村字志堅原より伝わった。まず姿勢を第一とし、打ち・突き手の多彩な技に特徴がみられる。,,舞方棒は、舞台や祭事等の場における清めの開幕舞踊で、力強い棒の舞いによって、疫病、災害、悪霊を祓う意味がある。神里の舞方棒は、「イェークの棍」といって、本来は五尺三寸四分の櫂で演じるのを六尺棒に改めたものだといわれる。神里の棒の師匠であった金城関太郎翁（明治37年生）の母方の祖父が、玉城村字志堅原の某氏より習い覚えたものである。その祖父が神里の村人に教えているのを関太郎翁が18歳の頃に傍で見て修得したのが現在の神里の舞方棒である。この舞方棒はまず姿勢を第一とし、打ち・突き手の多彩な技に特徴がみられる。戦前の「村遊び」で受け継がれてきたものだが、戦後は村の年中行事や慶事の場、舞台で演じられ今日に至っている。舞いは「かぎやで風」の音曲と次の歌詞による。今日の誇らしゃや　なをにぎゃなたてる　つぼでをる花の　露きゃたごと着付けは白襦袢にズボン、棒縞脚絆、黒の帯と襷、白い請鉢巻、樫の六尺棒を使う。,,,
19,473502,473500419,沖縄県,南風原町,宮平の獅子舞,ミヤヒラノシシマイ,宮平の獅子舞,Miyahira Village Lion Dance,町指定重要無形民俗文化財,芸能,,沖縄県島尻郡南風原町宮平785-1,,26.19588,127.735613,,,,,,,1990-06-27,,,,,,,字宮平の初代獅子は首里王府から拝領したと伝わるが、沖縄戦で行方不明となり、ハワイ在住の宮平出身者らにより1950年に寄贈された。現在の獅子は3代目。舞型には尺の手、六尺、マーイ手、猿手、ムッチュー、巻捨（マチシティ）、カクジシリの七種類がある。特にその中で、「猿手」と「カクジシリ」は、見ごたえがあり他地域に類をみない。,,字宮平の初代の獅子は首里王府から拝領したものであると伝えられているが、年代ははっきりせず今次大戦で行方不明となった。2代目の獅子はハワイ在の宮平出身者の有志により1950年に寄贈されたもので、現在の獅子は3代目になる。舞型には尺の手、六尺、マーイ手、猿手、ムッチュー、巻捨（マチシティ）、カクジシリの七種類がある。「尺の手」は三尺棒、「六尺」は六尺棒で獅子を誘い出す。「猿手」は、はじめ2匹の猿が逆立ちをしたり、じゃれ遊んだ後、獅子に向かって「チャウチャウ」と呼びかけ誘い出す。「マーイ手」も同じく2匹の猿が紅白紐の両端に結び付けた毬をもって「与那節」で踊る。その後獅子が飛び出して猿を追いかける。「巻捨」「ムッチュー」「カクジシリ」には「シーサーワクヤー」はなく、獅子の演技から始まる。各舞型に共通する技として「三方」（獅子頭は、上を向いたままの姿勢から急に早く歩み前方に跳び、獅子頭を前肢の間に入れて、すぐ上を向き立ち上がりアゴを引き正面を向き、獅子頭を半回転させ片足を前方に出しながら獅子頭を突き出し、元の姿勢に戻る。以上の動作を正面、右、左、正面の順にスピーディーに行う）があり、演技の始めと終わりにとりいれられている。これは宮平独特の技であり、獅子舞いの中核をなすものである。毎年行われる八月十五夜の演目のうち獅子舞いは最も人気が高く区民の誇りでもある。特にその中で、「猿手」と「カクジシリ」（顎を床面につけ周囲を見回しながらゆっくり立ち上がっていく、顎を逆にし同様に演ずる）は、見ごたえがあり他地域に類をみない。獅子舞いを演ずるには、相当の体力と技術が要求されるため、後継者養成には苦労している地域が多い。そういうなかで、字宮平では「獅子舞保存会」が結成され青年層を中心にして獅子舞を継承発展させていこうとの機運が盛り上がってきた。近年、ハワイに「里帰り公演」を果たしたり、県内各地の「まつり」に出演するなど、宮平の獅子舞に対する県内外の評価は、以前にもまして高まってきた。,,,
20,473502,473500420,沖縄県,南風原町,本部の獅子舞,モトブノシシマイ,本部の獅子舞,Motobu Village Lion Dance,町指定重要無形民俗文化財,芸能,,沖縄県島尻郡南風原町本部117,,26.19088,127.72728,,,,,,,1990-06-27,,,,,,,尚?王時代、本部の豪農であった赤嶺が王府一行の接待のために庭に米を敷いたが、それが怒りにふれ、償いとして村に獅子と龕を寄贈したと伝えられている。本部の獅子舞の舞型には、「御月拝ん」「クルビン手」「シランガチ」「フィーバー巻ち」の4種類がある。特徴としては、軽快でリズミカルに歩み、自然に獅子の風格がにじみでてくるよう気取らない歩み方がある。,,字本部の獅子の由来は、尚?王の時代の「本部赤嶺の伝説」にさかのぼることができる。その当時の本部の赤嶺は豪農であった。ある日、首里王府から赤嶺を視察することになった。一行を接待するため、門から家までの間に米を敷いてしまった。ところが一行は、その様子をみてたいそう立腹し、門に入らず帰ってしまった。それがもとで赤嶺は王府から罰を受け、島流しになったとか、処刑されたと伝えられている。その罪の償いとして、村に獅子と龕を寄贈したと伝えられている。したがって、本部の獅子は200年もの伝統があると考えていいと思われる。本部の獅子舞の舞型には、「御月拝ん（月見）」「クルビン手（馬の動作）」「シランがち（全身がかゆそうに）」「フィーバー巻ち（蛇の動作）」の4種類がある。これらの中で、特に「クルビン手」は寸分の狂いも許されない程、前肢と後肢の呼吸が重要である。舞型の特徴としては、軽快でリズミカルに歩み、自然に獅子の風格がにじみでてくるよう気取らない歩み方や各舞方に共通する突き（舞台中央で「顎」を左上後方に向けていき、左足を前方に大きく踏み出しながら突き出し、左足を引きながら「顎」を少し上に上げた位置から引き下げ正面を正視する）や演技終了後、前肢より下手奥に退場（現在は後肢より退場）する点等がある。獅子舞いは、毎年旧盆・八月十五夜で演じられ、特に八月十五夜でにおいては獅子舞は中心的な演目のひとつとなっている。どの村においてもそうであろうが、獅子舞の後継者養成にはかなり苦労しているようである。獅子舞の技術を習得するにはかなりの年数を必要とする。幸いなことに字本部においては1981年「獅子舞保存会」が結成され、かなり意欲的に獅子舞の継承、保存に取り組んでいる。,,,
21,473502,473500421,沖縄県,南風原町,喜屋武の獅子舞,キャンノシシマイ,喜屋武の獅子舞,Kyan Village Lion Dance,町指定重要無形民俗文化財,芸能,,沖縄県島尻郡南風原町喜屋武139,,26.186047,127.729718,,,,,,,1990-06-27,,,,,,,字喜屋武の獅子舞は少なくとも100年以上前から演じられていた。舞型は「ゼイクーヤー」、「マーイクーヤー」、「ションカニグヮー」がある。喜屋武の獅子は村の守護神であると同時に、区民に親しまれ愛されている。,,字喜屋武の獅子舞がいつ頃から演じられるようになったか不明である。ただ、かつての獅子舞の縁者の系譜をたどっていた場合、少なくとも100年以上前から演じられていたことがわかる。先代の獅子は1949年に作製されたが、それ以前にも3回程度作り替えられたことが古老たちが記憶している。舞型には最初の演目「ゼイクーヤー」と中間の演目「マーイクーヤー」と最後の演目「ションカニグヮー」の三つがある。これらの中でも「ションカニグヮー」は技術的にも一番難しく、最も体力が要求される。喜屋武の獅子は村の守護神であると同時に、区民に親しまれ愛されている。特徴としてあげられるのは、一歩一歩同じ側の足を踏み込むように歩み、どっしりとした重量感に満ち、視線は百獣の王らしく絶えず周囲を威圧するようににらみつけること、各舞型に共通する技としての顔振りや、演技終了後、後肢から下手奥に退場することである。喜屋武の獅子舞は対外的にはあまり知られていないが、上記の特徴は喜屋武独特の技であろう。,,,
22,473502,473500422,沖縄県,南風原町,宮平の女踊り「綛掛」,ミヤヒラノオンナオドリカシカキ,宮平の女踊り「綛掛」,"Miyahira Village ""women's Dance"":Kashikaki (Thread Winding)",町指定重要無形民俗文化財,芸能,,沖縄県島尻郡南風原町宮平785-1,,26.19588,127.735613,,,,,,,1990-06-27,,,,,,,宮平の「綛掛」は出羽「干瀬節」中踊「七尺節」入羽「サアサア節」三曲三部立てとなっており、古典女踊りの伝統的な型を保持している。御冠船踊りとして継承される多くの特徴をもつ宮平の「綛掛」は、女踊りの綛掛けの歴史的研究の上からも大変貴重である。,,戦後になって「綛掛」の踊りは、干瀬節と七尺節の二曲組で演じられ今日に至っているが、宮平の「綛掛」は出羽「干瀬節」中踊「七尺節」入羽「サアサア節」三曲三部立てとなっており、古典女踊りの伝統的な型を保持している。踊りは多くの特徴をもっており、まず出羽の「干瀬節」は前奏曲なしで歌い出し「綛かけて･･･」から踊りの手が入る。綛、綛枠も右手に持って（普通は左手）登場し、中踊りの「七尺節」の貸しも一首しか歌わない。そのためか踊りの手数は省略され少なくなっている。運歩もすり足ではなく、田舎女踊りに多くみられる独特の古風な足の運び方をする。その他二人で踊るのを伝統とし、入羽に手を取り合うしぐさや頭髪も特徴的である。御冠船踊りとして継承される多くの特徴をもつ宮平の「綛掛」は、女踊りの綛掛けの歴史的研究の上からも大変貴重である。,,,
23,473502,473500423,沖縄県,南風原町,兼城の二才踊り「揚作田」,カネグスクノニーセーオドリアギチクテン,兼城の二才踊り「揚作田」,"Kanegusuku Village ""Young Men's Dance"": Agichikuten",町指定重要無形民俗文化財,芸能,,沖縄県島尻郡南風原町兼城84,,26.193949,127.72874,,,,,,,1990-06-27,,,,,,,兼城の「揚作田」は二人打組みの代表的な二才踊で、「御冠船踊」として先祖代々から八月十五夜の「村遊び」において伝承されてきたものである。全体として動きが力強くおおらかなところは、いかにも伝統の古さを感じさせる踊りとなっている。,,兼城の「揚作田」は二人打組みの代表的な二才踊で、「御冠船踊」として先祖代々から八月十五夜の「村遊び」において伝承されてきたものである。両手にゼイを持ち、腰を深く入れた構え、活発な足の運び、力のこもったゼイの手の振りなど、全体として動きが力強くおおらかなところは、いかにも伝統の古さを感じさせる踊りとなっている。,,,
24,473502,473500424,沖縄県,南風原町,喜屋武の長者の大主,キャンノチョウジャノウフシュ,喜屋武の長者の大主,"Kyan Village ""Choja nu Ufushu"" Drama (The Village Patriarch)",町指定重要無形民俗文化財,芸能,,沖縄県島尻郡南風原町喜屋武139,,26.186047,127.729718,,,,,,,1990-06-27,,,,,,,「長者の大主」は、旧暦八月十五夜のまつりなどに演じられる祝賀の芸能で、福禄寿の三徳を兼備した「長者」が五穀豊穣と村の繁栄を祈願し、子孫達の芸能を披露して神をもてなすものである。,,「長者の大主」は、旧暦八月十五夜のまつりなどに演じられる祝賀の芸能で、福禄寿の三徳を兼備した「長者」が五穀豊穣と村の繁栄を祈願し、子孫達の芸能を披露して神をもてなすものである。喜屋武の「長者の大主」はむかしの「大遊び」から現在の「十五夜遊び」にいたるまで毎年上演されてきている。内容は、120余歳の長者の大主が八月の十五夜遊びに招かれて、村の守護神である獅子加那志に子孫繁栄と弥勒世果報の祝言を述べ、多くの子孫達に芸能を演じさせ祝い遊ぶというもの。「長者の大主」は沖縄各地に多いが、喜屋武の「長者の大主」は台詞に類型的なものや冗漫さがなく、演出、構成ともに要を得て無駄がない。また、獅子を村の神として崇める筋書きも他に例が少ない。登場人物は、長者、親雲上、筑登之ジルー、サンドー、二才2人、若衆6人。上演時間は約20分。喜屋武の「長者の大主」は、喜屋武の住民が最も誇りとして代々継承してきた芸能で、また南風原で唯一現存する「長者の大主」であり、南風原の民俗芸能を知るうえで極めて貴重である。,,,
25,473502,473500425,沖縄県,南風原町,宮城の狂言「銭借人」,ミヤグスクノチョーギンジンカヤー,宮城の狂言「銭借人」,Miyagusuku Village Traditional Comedy:Jinkaya (The Money Borrower),町指定重要無形民俗文化財,芸能,,沖縄県島尻郡南風原町宮城218,,26.204362,127.742886,,,,,,,1990-06-27,,,,,,,「狂言」組踊以外の劇的な演目をいい、内容は滑稽なものや教訓的なものが多い。宮城の狂言「銭借人」もおよそ120年前の「大遊び」以後には「十五夜遊び」のなかで伝承された。内容は、金持ちの伊計ペーチンから金を借り、返済を迫られ困った与那嶺が、新築したペーチンの家や庭の造りをほめあげて上機嫌にさせ、「借用証文」をただでもらいうけるというもの。,,「狂言」は能狂言ではなく、組踊以外の劇的な演目をいい、内容は滑稽なものや教訓的なものが多い。「村遊び」では舞踊演目の間毎に挟み込まれて上演され人気があった。宮城の狂言「銭借人」もおよそ120年前の「大遊び」以後には「十五夜遊び」のなかで伝承され、戦後もよく演じられた数種類の狂言のうちのひとつである。内容は、金持ちの伊計ペーチンから金を借り、返済を迫られ困った与那嶺が、新築したペーチンの家や庭の造りをほめあげて上機嫌にさせ、「借用証文」をただでもらいうけるというもの。言葉のやりとり（機知に富む）の面白さの上に、歌あわせ、口説囃ありで、昔のウチナーグチの妙味が満喫できる狂言の一品である。衣装は、伊計ペーチンが片かしら（髪）に黒の紋付羽織、扇子を持ち、与那嶺は短衣芭蕉百姓姿。,,,
26,473502,473500426,沖縄県,南風原町,琉球絣と南風原花織,リュウキュウカスリトハエバルハナオリ,琉球絣と南風原花織,Ryukyukasuri and Haebaru Hanaori :Haebaru Traditional Textile,町指定重要無形民俗文化財,美術工芸品,琉球かすり会館,沖縄県島尻郡南風原町本部175,,26.189589,127.727717,098-889-1634,,,,,,2004-03-24,,,,,,,「琉球絣」と「南風原花織」は、手括の絣、糸綜絖による綜絖掛けの工程を経て機仕掛けが行われ、投げ杼によって製織される。古くは自給自足的に芭蕉布などの織物が織られていたと考えられる。明治の終わり頃からは小禄や泊、首里の下請けとして絣・花織生産がさかんになり、その後生産基盤が整えられる。戦後、県下でいち早く織物を復興しており、現在、県内で最も大きな産地である。,,南風原では伝統的な技術を受け継ぎ、多様な織物が今なお生産されている。「琉球絣」と「南風原花織」の名で知られるこれらの織物は天然素材を使用し、手括りによる絣、糸綜絖による綜絖掛けの工程を経て機仕掛けが行われ、投げ杼によって製織される。南風原の織物には染色や絣括りの伝統的な技術に加え、高機が導入される以前から行われていた糸綜絖つくりの技術が今なお継承されていることに顕著な特徴がみられる。また伝統的な柄に加え、新柄の展開にも特に芸術的な価値がみられる。南風原では染織物が生産され始めたのは定かではないが、沖縄の各地同様、自給自足的に芭蕉布などの織物が織られていたと考えられる。また、地機を使っていた明治40年以前に花織のティサージが織られていたことが伝えられている。明治の終わりから大正時代に入ると、小禄や泊、首里の染織業者の下請けとして絣や花織生産がさかんになり、その後生産基盤が整えられる。大正から昭和初期に掛けて染色や絣括りを専門とする職人が生まれ、分業体制が確立していった。太平洋戦争は織物生産の中断を余儀なくさせたが、戦後、県下でいち早く織物を復興し、その後県内各地の織物産地へ大きな影響を与えた。材料の確保、量産のための合理的な生産体制が作られ、生活必需品としての布の生産から、最近では絣や花織の芸術性、機能性を追求し伝統を守りながら時代に合った布づくりを地域をあげて取り組んでいる。,,,
27,473502,473500427,沖縄県,南風原町,摩文仁家の墓,マブニケノハカ,摩文仁家の墓,Grave of Mabuni Family,県指定重要文化財,建造物,,沖縄県島尻郡南風原町大名146,,26.208074,127.737146,,,,,,,1970-07-14,,,,,,,尚質王の次男・摩文仁家始祖・尚弘毅（大里朝亮：1647～1686年）の墓。尚弘毅は尚貞王代に11年間摂政をつとめ、その功績によりこの墓を拝領した。墓は平葺き型の天井板に土を盛った亀甲型で、内部が住居のような造りをしているのが特徴である。,,摩文仁家の墓は、尚質王の次男・摩文仁家始祖・尚弘毅（大里朝亮：1647～1686年）の墓で、別名宮城墓ともいわれる。尚弘毅は尚貞王代に11年間摂政をつとめ、その功績によりこの墓を拝領した。墓は山の中腹の砂岩層を掘削して造られ、壁は琉球石灰岩の切石積みである。屋根は細粒砂岩でできた平葺き型の天井板に土を盛った亀甲型で、漆喰で仕上げてある。墓室内に石柱を立て石梁を渡し天井を支えている。この墓は内部が住居のような造りをしているのが特徴である。,,,
1,473278,1,沖縄県,北中城村,中城城跡,ナカグスクジョウセキ,,,史跡,建造物,,沖縄県中頭郡北中城村大城,,26.290113,127.800117,098-935-5719,,,,,中城村・北中城村,1972-05-15,月火水木金土日,8:30,17:00,5月～9月は18：00まで,,,城跡,,中城城跡は、中城村と北中城村にまたがる標高約160ｍの石灰岩丘陵に築かれた6つの郭からなる連郭式の山城（やまじろ）である。2000年に「琉球王国のグスク及び関連遺産群」として世界遺産に登録された。,,,
2,473278,2,沖縄県,北中城村,中村家住宅,ナカムラケジュウタク,,,重要文化財,建造物,,沖縄県中頭郡北中城村大城106,,26.289862,127.80069,098-935-3500,,1,棟,,個人,1972-05-15,月水木金土日,9:00,17:30,,,,近世の古民家,,中村家住宅は中村家住宅は、約250年前に首里にあった士族の家を移築したと伝えられている。屋敷は母屋、アシャギ（離れ座敷）高倉、前の家（畜舎）、豚小屋などからなる。,,,
3,473278,3,沖縄県,北中城村,荻堂貝塚,オギドウカイヅカ,,,史跡,建造物,,沖縄県中頭郡北中城村荻道,,26.292847,127.796944,,,,,,,1972-05-15,,,,,,,縄文時代の貝塚,,"荻道貝塚は、荻道集落の北側の石灰岩丘陵の崖下に形成された、縄文時代（約3,000～3,500年前）の貝塚である。",,,
4,473278,4,沖縄県,北中城村,渡口のテラ,トグチノテラ,和仁屋間門のテラ,,県指定有形民俗文化財,建造物,,沖縄県中頭郡北中城村渡口453,,26.303017,127.811378,,,,,,渡口区,1981-02-09,,,,,,,拝所,,渡口のテラは桁・梁とも約3.4ｍ高さ1.35ｍの石造構造物（石灰岩製）で屋根には宝珠がある。「和仁屋間のテラ」「浜崎のテラ」とも呼ばれる。,,,
5,473278,5,沖縄県,北中城村,根所火の神,ニードゥクルヒヌカン,,,県指定有形民俗文化財,建造物,,沖縄県中頭郡北中城村安谷屋126,,26.297972,127.789963,,,,,,安谷屋区,2002-12-12,,,,,,,拝所,,根所の火の神は安谷屋集落の拝所で、琉球石灰岩を組み合わせて造られた幅約180cm、高さ約150cm、奥行き約140cmの祠の中に三個の石が安置されている。,,,
6,473278,6,沖縄県,北中城村,渡口の梵字の碑「アビラウンケン」,トグチノボンジノヒ「アビラウンケン」,,,県指定有形民俗文化財,建造物,,沖縄県中頭郡北中城村渡口7,,26.304625,127.809425,,,1,基,,渡口区,1997-10-01,,,,,,,梵字の線刻された石碑,,高さ104cm、幅55cm、厚さ13cmの細粒砂岩（方言名：ニービヌフニ）に梵語（インドの文語）を記した石碑である。,,,
